title,salary,city,job,publish_date,requirements,responsibilities,schedule,experience,employment,url
Product Manager (кредитные продукты),,Алматы,KMF Банк,24-10-2025 10:31:20,Опыт работы в роли <highlighttext>Product</highlighttext> <highlighttext>Manager</highlighttext>/Product Owner/Бизнес-аналитика в банке (желательно в области кредитных продуктов). Глубокое понимание продуктовой...,"Определять видение и стратегию развития кредитного продукта, формировать долгосрочную стратегию в соответствии с бизнес-целями Банка. Нести ответственность за доходность...","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/126902729
Product Manager (Туры),,Алматы,«Aviata» (Freedom Travel),18-11-2025 13:06:47,"Опыт в продуктовом менеджменте от 3 лет, желательно в сфере travel, e-commerce, маркетплейсов или партнёрских платформ. Опыт работы с...","Отвечать за развитие контентной части в разделе Туры: наполнение карточек туров, визуал, тексты, фильтры, улучшение поискового опыта и UX для...","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/126820853
Senior Product Designer,,Алматы,Kaspi.kz,05-11-2025 14:20:08,"Релевантный опыт работы продуктовым дизайнером от 3 лет и более. Навыки проектирования сложных десктопных веб-интерфейсов: CRM-систем, админок с...","Совершенствовать дизайн-систему Kaspi.kz на основе требований от других команд. Вместе с командой продукта разрабатывать CRM-систему, которую использует колл...","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127311729
Product Manager (B2C) — SoulAI / OnVibe,,Алматы,Axio,07-11-2025 10:08:33,"Имеет 3–5+ лет опыта в <highlighttext>product</highlighttext> <highlighttext>management</highlighttext>, желательно в B2C digital, AI, lifestyle, мобильных приложениях или...","Стратегия & продукт: Формировать и развивать продуктовую стратегию B2C-направления SoulAI/OnVibe. Определять ценностные предложения, формулировать продуктовые гипотезы и...","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127396205
Product Marketing Manager,140000 RUR,Астана,ДН.ру,20-11-2025 09:09:58,"Высшее образование. Аналогичный опыт от 2 лет. Навыки проведения исследований рынка и конкурентного анализа. Умение работать с данными (Яндекс.Метрика, BI...","Анализировать рынок, конкурентов, тренды и клиентские инсайты. Проводить сегментацию целевой аудитории, выявлять потребности и боли. Собирать обратную связь от клиентов...","{'id': 'remote', 'name': 'Удаленная работа'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/126962583
Product Manager,,Алматы,АНТАЛ БИЗНЕС РЕШЕНИЯ (ТМ Antal Kazakhstan),04-11-2025 15:36:40,"...на позиции медицинского представителя по продвижению брендов лекарственных средств, <highlighttext>продакт</highlighttext>-<highlighttext>менеджера</highlighttext>, бренд-менеджера приветствуется. Знания и навыки основных маркетинговых подходов...",Разработка и реализация плана по развитию новых и поддержанию уже существующих брендов компании в долгосрочной перспективе. Аналитика больших объёмов данных...,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127264347
Продуктолог / Product manager / Продюсер,400000 - 700000 KZT,Астана,ERA KZ,18-11-2025 15:36:20,Опыт 1–3 года в продюсировании онлайн-продуктов или <highlighttext>Product</highlighttext> <highlighttext>Management</highlighttext>. Понимание маркетинга и воронок продаж. Навык упаковки и позиционирования...,Полный цикл управления образовательным продуктом — от идеи и исследования рынка до анализа эффективности и масштабирования. Основные обязанности: Исследование рынка EdTech...,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127071678
Product-менеджер (в фармацевтической сфере),,Алматы,HR Standard,18-11-2025 13:17:53,Опыт работы <highlighttext>продакт</highlighttext>-<highlighttext>менеджером</highlighttext> в фармацевтической компании от 1 года. Знание фармацевтического рынка Казахстана (тендерный и розничный сегменты). ,"Разработка и реализация маркетинговых стратегий (Rx и OTC направления). Анализ фармацевтического рынка Казахстана, конкурентного окружения и трендов. Планирование и организация...","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127364994
"Начальник отдела продаж подразделение ""Product Line""",350000 - 800000 KZT,Шымкент,Фиркан,11-11-2025 10:15:52,"4. Территория ответственности весть Юг через GPT. Опыт работы в сфере продаж от 6 лет. Ответственность, исполнительность, стрессоустойчивость.","1. Внедрение планов продаж. Реализация годовых, квартальных и месячных планов, разработанных руководителем отдела продаж. Разделение общих целей на конкретные задачи...","{'id': 'fullDay', 'name': 'Полный день'}",Более 6 лет,Полная занятость,https://hh.ru/vacancy/127507785
Senior Product Designer — мобильное приложение,,Астана,Asset Systems,20-11-2025 11:28:33,"Мы разрабатываем продукт, в котором карта и работа с геоданными являются ключевой частью пользовательского опыта. Ищем продуктового дизайнера, который работал...","Прорабатывать логику и визуальное представление данных на разных масштабах карты (город, район, квартал, точка). Плотно взаимодействовать с <highlighttext>продакт</highlighttext>-<highlighttext>менеджером</highlighttext>, аналитиками...","{'id': 'fullDay', 'name': 'Полный день'}",Более 6 лет,Полная занятость,https://hh.ru/vacancy/127514483
Product manager,,Астана,IT Холдинг Kazdream,03-11-2025 13:10:05,"Опыт работы <highlighttext>продакт</highlighttext>-<highlighttext>менеджером</highlighttext> более 3х лет; опыт в B2B-продуктах будет преимуществом. Клиентоориентированность, умение анализировать потребности...",Развитие продуктов экосистемы Kompra Group – работа над улучшением текущих сервисов и запуск новых решений. Участие при формировании и ведение роадмапа...,"{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127252811
Product Designer (B2B),,Алматы,ТЕКНО,07-11-2025 13:32:50,Более 2-х лет опыта работы в продуктовом дизайне (желательно в сфере B2B и веб-платформах). ,Организация полного цикла дизайна продукта – от исследования до внедрения. Сбор и анализ информации для обоснования и реализации проектных решений. ,"{'id': 'remote', 'name': 'Удаленная работа'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127407900
"Product Manager (FinTech Division, for External Talent Pool)",,Алматы,Plexy Platform Kazakhstan,18-11-2025 08:56:12,"Опыт работы не менее 3 -5 лет в аналогичном бизнесе и схожем функционале. Участие в успешных проектах, дошедших до релиза...","Управление видением и стратегией развития продукта. Определение видения: отвечает за формулировку ясного и привлекательного видения продукта, которое соответствует общей миссии...","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127559996
Senior Product Manager,,Алматы,«Aviata» (Freedom Travel),18-11-2025 08:13:09,Ты обожаешь работать с гипотезами: от смелых идей и быстрых экспериментов до четкой реализации и измерения их влияния на ключевые...,"Управление командой бронирования и оплаты, обеспечение эффективной работы и взаимодействия. Проведение скрам-ритуалов и поддержка культуры Agile внутри команды. ","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127248176
Product manager ВЭД,,Алматы,Народный банк Казахстана,11-11-2025 08:03:15,Высшее экономическое/финансовое/техническое образование. Опыт работы в финансово-банковском секторе от 2-х лет. Опыт во внедрении проектов. ,"Управление эффективностью продукта (PnL), разрабатывать стратегии развития продукта и продвижения. Ведение проекта от ""идеи"" до ""внедрения"" и ""продвижения"". ","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127499633
Product owner,,Алматы,TS Property Management,19-11-2025 13:11:31,"Приоритет: банкинг, телеком, E-com (электронная коммерция), e-grocery (онлайн-торговля, ориентированная на товары повседневного спроса). Владение иностранными языками: русский...","Формировать и реализовывать продуктовую стратегию с учётом маркетинговых целей ТРЦ (лояльность, трафик, вовлечённость). Курировать roadmap, приоритизировать фичи, управлять релизами. ","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127103925
Product Owner (Conversational AI / Digital CX Platform),,Алматы,"Beeline, ТМ",05-11-2025 09:35:32,"Опыт работы <highlighttext>Product</highlighttext> Owner / <highlighttext>Product</highlighttext> <highlighttext>Manager</highlighttext> в продуктовой или IT-компании. RPA, no-code платформы, бот-платформы. Базовое понимание архитектуры...",Разрабатывать и развивать продуктовую стратегию Dialogiq — AI-платформы для автоматизации общения с клиентами. Совместно с командой формировать и развивать product...,"{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127278440
Senior Product Manager (IT),,Алматы,Amway Central Asia,05-11-2025 10:08:04,5+ years of experience in digital <highlighttext>product</highlighttext> <highlighttext>management</highlighttext>. Fluency in English (written and spoken). Proven track record of leading...,"Develop and own the product roadmap, aligning local market needs with Amway’s global digital strategy. Champion the vision and...","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127280752
"Product Manager (контент-редактор, документооборот)",150000 KZT,Астана,Leap Kazakhstan,18-11-2025 12:37:43,"Опыт работы в IT/EdTech-команде на позиции продакт/контент-менеджера. Грамотный письменный казахский, русский и английский язык (уровень не...",Анализировать поведение и потребности пользователей. Строить CJM и Jobs-To-Be-Done. Участвовать в формировании стратегии развития на 3–6...,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/126818941
Product manager (дебетные карты и зарплатные проекты),,Астана,ForteBank,06-11-2025 14:40:06,Коммуникация с дизайнерами UX/UI проработка интерфейсов пользовательского опыта. 1. Профессиональные знания: - структура банковской системы. 4. Продуктовые и управленческие навыки...,"Разработка системы лояльности. Аналитика расходов и доходов, контроль PNL продукт. Анализ рынка, тестирование гипотез. Поиск точек роста: геймификация, сегментация, новые...","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/126260962
"Product Manager (B2B, Business Analytics)",,Алматы,Genesis Group AG,20-11-2025 17:17:03,3+ years of experience in a product role (preferably in digital or telecom). Solid understanding of B2B...,"Work closely with development, QA, and implementation teams. Fully remote work format. Strong technical team and open communication culture. ","{'id': 'remote', 'name': 'Удаленная работа'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127544058
Core Network product manager,,Алматы,Хуавей Текнолоджиз Казахстан,04-11-2025 07:24:26,"Excellent collaboration skills with a wide variety of people (<highlighttext>product</highlighttext> <highlighttext>management</highlighttext>, engineering, marketing). Ability to show creativity and a different...",Identify key customer requirements and coordinate with <highlighttext>Product</highlighttext> <highlighttext>Management</highlighttext> and Engineering to ensure that these requirements are implemented in the...,"{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127257991
Product Manager (Mitel / Unified Communications),,Алматы,TAKOPI Kazakhstan (ТАКОПИ Казахстан),11-11-2025 16:47:51,"2+ years of experience in B2B IT, telecom, system integration, or UC solutions. Experience with solutions from...","Maintain regular communication with the Mitel vendor: participate in trainings, gather product updates, and coordinate joint activities. Support the sales...","{'id': 'remote', 'name': 'Удаленная работа'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127542511
Datacom Product Manager,,Алматы,Хуавей Текнолоджиз Казахстан,04-11-2025 12:41:03,"Market and <highlighttext>Product</highlighttext> <highlighttext>Management</highlighttext>: Experience in Datacom <highlighttext>product</highlighttext> <highlighttext>management</highlighttext>, including understanding the market landscape, competitor analysis, and solution positioning. ","...Concepts (POC), bidding, and preparing quotations for Datacom <highlighttext>product</highlighttext> solutions. Identify and <highlighttext>manage</highlighttext> Datacom leads and opportunities across key industries...","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127262049
Product Analyst,,Астана,Mayflower,23-10-2025 16:27:05,3+ years of experience in analytics. Strong understanding of A/B testing and solid knowledge of statistics. ,"Work closely with CPO, <highlighttext>Product</highlighttext> <highlighttext>Managers</highlighttext>, Analysts, Product Designers, and Data Scientists to drive data-informed decisions. ML expertise: cluster...","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/126884930
"Менеджер по продукту (Product Manager лекарственные препараты, БАДы)",,Алматы,ЮНИФАРМ КАЗАХСТАН,20-11-2025 07:29:07,"Высшее образование по профилю маркетинг, экономика, фармация. - Стаж работы по специальности не менее 3 (трех) лет. Иметь навыки: - Планирования и...","Создания и воплощения в действие маркетинговой стратегии продуктов. - Определения приоритетов задач, проектов, и всех важных вопросов, связанных с продуктами, - определения...","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127498786
Logistics Product Manager,,Алматы,Smart Solutions Personnel,29-10-2025 14:32:03,"Bachelor's Degree in a relevant field (e.g., Supply Chain Management, Business Administration, Engineering, Finance etc.). A minimum of...","Lead the design, development, and implementation of logistics solutions. Work with transportation and logistics agents and partners across multiple geographies...","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127109308
Product manager publishing (for External Talent pool),,Алматы,Cyber Temple,19-11-2025 14:51:56,"3+ years of experience in the gaming industry, preferably in publishing. Deep understanding of the gaming industry market and...","Conducting market analysis of the gaming industry considering trends and competitive environment. Researching and analyzing indie developers, including identifying their...","{'id': 'remote', 'name': 'Удаленная работа'}",Более 6 лет,Полная занятость,https://hh.ru/vacancy/127637680
Product owner,,Алматы,«ФИНАНСОВЫЙ ХОЛДИНГ «РЕСПУБЛИКА»,04-11-2025 08:22:36,Опыт работы с продуктовой линейкой от 3 лет. Организаторские способности. Отлично развитые коммуникативные навыки. Умение работать в режиме многозадачности.,"Управление проектами. Организация работы команды специалистов, распределение задач и контроль над выполнением. Участие в составлении ТЗ к проектам и отслеживание...","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/120038531
Senior Product Analyst,600000 KZT,Алматы,4FINANCE DIGITAL KZ,04-11-2025 13:55:35,"Advanced degree is a plus. - Proven experience in <highlighttext>product</highlighttext> <highlighttext>management</highlighttext>, product analysis, or business development within financial services/fintech. - ","Seek new business opportunities, including new markets, channels, and customer segments to expand <highlighttext>product</highlighttext> reach. 3. <highlighttext>Manage</highlighttext> Product Lifecycle. - ","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127263137
Deputy Production Director,,Алматы,Bericap Kazakhstan,18-11-2025 09:10:07,"Higher technical education. English language proficiency at Upper-Intermediate level or above. Production experience is essential, preferably in plastic processing...",Ensure the fulfillment of production tasks and uninterrupted output of high-quality products. Analyze product orders to determine needs in...,"{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127249006
Technical Product Owner (TPO),,Астана,Itransition,14-11-2025 09:08:56,2+ years of experience as a Product Owner or Business Analyst. Strong technical background and understanding of system architecture. ,"Experience in defining <highlighttext>product</highlighttext> vision, roadmap <highlighttext>management</highlighttext>, and backlog prioritization.","{'id': 'remote', 'name': 'Удаленная работа'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127254728
Lead Product Manager — Payment Acceptance (B2B),,Алматы,TBC,31-10-2025 11:43:30,"О роли: 5+ лет опыта в финтехе, эквайринге, приёме платежей, e-commerce или банковских продуктах для бизнеса. ",С чем предстоит работать: Разрабатывать стратегию развития направления Payment Acceptance для B2B-сегмента. Отвечать за P&L направления...,"{'id': 'fullDay', 'name': 'Полный день'}",Более 6 лет,Полная занятость,https://hh.ru/vacancy/127176256
IT Product Manager,500 - 1500 USD,Алматы,ОсОО Юнифан,18-11-2025 14:18:27,"Хорошее владение русским языком, знание английского будет преимуществом. Умение четко и правильно излагать свои мысли - устно и письменно. ","Работа с существующими проектами, поиск возможностей для добавления нового функционала. Участие в составлении и ведении технической документации по проектам (product...","{'id': 'remote', 'name': 'Удаленная работа'}",Нет опыта,Полная занятость,https://hh.ru/vacancy/127832810
Product Analyst,,Алматы,Mayflower,23-10-2025 16:27:05,3+ years of experience in analytics. Strong understanding of A/B testing and solid knowledge of statistics. ,"Work closely with CPO, <highlighttext>Product</highlighttext> <highlighttext>Managers</highlighttext>, Analysts, Product Designers, and Data Scientists to drive data-informed decisions. ML expertise: cluster...","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/126884931
