title,salary,city,job,publish_date,requirements,responsibilities,schedule,experience,employment,url
HR-рекрутер,500000 - 750000 KZT,Алматы,REC-A,14-11-2025 11:59:29,Опыт работы в HR и рекрутинге от 3 лет. Опыт построения HR-процессов с нуля. Опыт полного цикла рекрутинга. ,"Строить HR-систему с нуля: процессы, внутренние коммуникации, адаптацию и онбординг. Разрабатывать HR-политики, регламенты и KPI. Проводить HR-аудит...","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127706488
Менеджер по подбору персонала/HR-менеджер,350000 - 500000 KZT,Астана,Shashlikow,18-11-2025 08:50:26,"Опыт работы HR-менеджером или рекрутером от 1 года (желательно в общепите. Ритейле, HoReCa). Понимание специфики подбора персонала в рестораны...","Подбор персонала. Поиск и подбор сотрудников: повара, бариста, официанты, кассиры, администраторы и т.д. Размещение вакансий, работа с site.kz, hh.kz...","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127811368
Менеджер по подбору персонала,,Алматы,Chaikhana NAVAT ( Чайхана НАВАТ),20-11-2025 08:45:26,Работать в успешной команде и видеть свои результаты. Умение работать в поисковых сайтах HH.kz и тд. Умение работать в программе...,"Поиск и привлечение лучших кандидатов для компании. Проведение собеседований, оценка и отбор кандидатов на основе профессиональных качеств и критериев компании. ","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127899030
Рекрутер,,Астана,DOSPartner,31-10-2025 19:35:35,Коммуникабельность и уверенность в общении. Готовность к активным звонкам и взаимодействию с кандидатами. Владение деловым этикетом и грамотная письменная речь. ,Размещение вакансий и активный поиск кандидатов на hh.ru и других площадках. Изучение портрета кандидата и подбор резюме по заданным критериям. ,"{'id': 'remote', 'name': 'Удаленная работа'}",Нет опыта,Полная занятость,https://hh.ru/vacancy/127195978
Менеджер по подбору персонала (Рекрутер),,Хромтау,ШАХТБАУ Казахстан,17-11-2025 11:14:20,соблюдает порядок по безопасности и охране труда и пожарной безопасности.,внедряет и развивает системы и процессы найма персонала. - осуществляет активный поиск персонала. - производит поиск требуемых кандидатов посредством собственных информационных баз...,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127770935
Менеджер по подбору персонала / рекрутер,600000 KZT,Астана,Anna Chernenko Systems,15-11-2025 16:24:07,"Опыт работы в подборе персонала от 2 лет, желательно в сфере HoReCa, гостиничного или сервисного бизнеса. Навыки активного поиска и...","Ведение полного цикла рекрутинга: от анализа потребности до выхода кандидата на работу. Размещение вакансий на профильных площадках, активный поиск и...","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127743870
Помощник HR/Рекрутер,170000 - 230000 KZT,Алматы,UNIGATE,20-11-2025 09:49:22,"Владение казахским и русским языками в совершенстве. Уверенный пользователь ПК и наличие ноутбука. Высокий уровень эмпатии, коммуникабельности и ответственности. ","Unigate - компания, задающая новый стандарт подготовки абитуриентов к поступлению в зарубежные вузы. Помощь в подборе и адаптации новых сотрудников. ","{'id': 'fullDay', 'name': 'Полный день'}",Нет опыта,Полная занятость,https://hh.ru/vacancy/127763810
Специалист по кадровому делопроизводству и подбору персонала,400000 - 400000 KZT,Алматы,Управляющая Компания Birlik Almaty,20-11-2025 07:31:36,Опыт работы в кадровом делопроизводстве от 1 года. Навыки подбора персонала — будет преимуществом. Знание Трудового кодекса РК и нормативной базы. ,"Полное ведение КДП (прием, увольнение, переводы, отпуска, больничные). Оформление и ведение трудовых договоров, дополнительных соглашений, приказов. Ведение личных дел, трудовых...","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127755341
HR-менеджер по подбору персонала,,Алматы,Ресурс Плюс KZ,19-11-2025 08:41:28,Умение работать с большим потоком вакансий. Грамотная поставленная речь. Опыт работы на аналогичной должности.,"Ведение полного цикла подбора. Активный поиск кандидатов через все доступные ресурсы. Проведение телефонных, онлайн-интервью и интервью в офисе. ","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127853827
Менеджер по подбору персонала (рекрутер),,Алматы,"Тануки, Японский ресторан",20-11-2025 08:50:08,Опыт работы в подборе персонала от 2-х лет. Обязательное владение грамотной устной и письменной речью на казахском и русском...,Размещение открытых вакансий. Прием входящих звонков и совершение исходящих по вакансиям на русском и казахском языке. Разбор откликов. ,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127899189
Специалист по подбору персонала,,Алматы,AMS-Kazakhstan ( AV GROUP),18-11-2025 13:49:58,Опыт работы в подборе персонала от 1–3 лет. Понимание современных методов рекрутинга. Умение работать в режиме многозадачности. ,"Полный цикл подбора персонала: от сбора заявки до выхода кандидата. Поиск и привлечение специалистов рабочих, инженерных и офисных направлений. ","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127830745
Специалист по подбору персонала,,Алматы,CAC Казахстан,20-11-2025 15:44:42,"Опыт в подборе (массовый рекрутинг). Умение пользоваться разными каналами поиска, особенно в регионах. Активность, самостоятельность и способность работать, когда всё...","Полный цикл массового подбора линейного персонала (кухонные рабочие, горничные, уборщики, прачки и др.) для вахтовых проектов. Приём и обработка заявок...","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127792923
Менеджер по подбору персонала,400000 KZT,Караганда,Karaganda Insulation,17-11-2025 15:50:54,Опыт работы на аналогичной должности не менее 3 лет. Навыки работы с инструментами и платформами по поиску персонала и внутренними...,"Заниматься поиском новых сотрудников на открытые позиции компании. Проводить первичные интервью, оценивать кандидатов. Сопровождать кандидатов на всех этапах отбора в...","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127793367
Рекрутер,250000 - 400000 KZT,Астана,NTS design,20-11-2025 10:21:07,"Опыт работы рекрутером от 1 года (можем рассмотреть без опыта, при условии быстрой обучаемости). Навыки проведения интервью и первичной оценки...",Поиск и привлечение кандидатов на открытые позиции компании. Проведение первичного отбора кандидатов. Оценка резюме и формирование качественного потока кандидатов. ,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127860643
Рекрутер,,Алматы,Bereke Bank,17-11-2025 06:24:49,"Опыт работы рекрутером от 2-х лет. Понимание инструментов поиска и оценки кандидатов. Навыки делового общения, умение выстраивать доверительные отношения. ","Вести полный цикл подбора персонала: от поиска кандидатов до выхода на работу. Работать с разными каналами поиска (hh, LinkedIn, внутренние...","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127753844
Менеджер по подбору персонала,350000 - 500000 KZT,Астана,Staff-UP Consulting Group,31-10-2025 12:46:11,"Обязателен опыт работы в точечном подборе персонала. Обучаемость, бизнес-кругозор, самостоятельность.",Снятие вакансии. Размещение вакансии на карьерных сайтах. Проведение телефонных и очных собеседований. Оценка профессиональных и личных качеств кандидатов. ,"{'id': 'remote', 'name': 'Удаленная работа'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127179378
Менеджер по подбору персонала (Рекрутер),300000 - 600000 KZT,Алматы,Atrium,14-11-2025 11:17:45,"Умеет работать с разными возрастными категориями (21–45+). Быстро реагирует и хорошо держит контакт с кандидатами. Интересуется обучением, карьерой...","Размещение объявлений и продвижение обучающих программ (вакансии, соцсети, мессенджеры). Работа в CRM, оформление заявок и назначение собеседований. Сопровождение кандидатов до...","{'id': 'fullDay', 'name': 'Полный день'}",Нет опыта,Полная занятость,https://hh.ru/vacancy/127704425
HR-специалист (рекрутер),150000 - 450000 KZT,Алматы,BW&Grafen,25-10-2025 08:23:35,Опыт работы в сфере HR от 1 до 3 лет. Глубокое понимание процессов подбора и управления персоналом. Способность выявлять потенциал...,"Поиск и привлечение талантливых кандидатов для различных позиций в компании. Проведение глубинных интервью, оценка кандидатов и координация процесса найма. ","{'id': 'remote', 'name': 'Удаленная работа'}",От 1 года до 3 лет,Частичная занятость,https://hh.ru/vacancy/126933827
Рекрутер на производство,,Алматы,Qulpynai Bakery ( ИП Ай-Ханым),14-11-2025 09:09:39,Высшее образование. Опыт работы в найме массового персонала. Умение находить общий язык с людьми. Энергичность и инициативность.,Массовый найм персонала. Публикация вакансий на всех специализированных площадках. Отчетность по проделанной работе.,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127697272
Рекрутер,400000 KZT,Астана,Astana Construction Business Group,18-11-2025 12:48:01,"Опыт работы от 1 года в подборе персонала, желательно в технических отраслях. Владение методами поиска, проведения интервью, оценки кандидатов. ",Подбор новых сотрудников на все уровни. Проведение интервью и первичных оценок кандидатов. Мониторинг и анализ рынка труда. Разработка эффективных стратегий...,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/126820177
Помощник рекрутера (менеджер по подбору персоналу),300000 KZT,Алматы,Coffee Group Company,18-11-2025 09:59:16,"Разговорный русский, казахский язык. Знание казахского языка - ОБЯЗАТЕЛЬНО.","Поиск, подбор, отбор и адаптация сотрудников. - Определение систем оплаты труда, мотивации и стимулирования. - Эффективно вести переговоры с людьми. - ","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/126775677
Менеджер по подбору персонала (рекрутер),350000 KZT,Алматы,ECO GROUP KAZAKHSTAN (ЭКО ГРУПП КАЗАХСТАН),20-11-2025 12:17:42,"Опыт работы в подборе персонала от 1-го года (склад, торговый персонал). Высшее образование (психологическое/педагогическое/экономическое).","Полный цикл подбора: от получения заявки до закрытия вакансии. Поиск и привлечение кандидатов через базы резюме, соцсети, онлайн- и офлайн...","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127776048
Рекрутер в строительную компанию,,Алматы,Гулденустрой,12-11-2025 13:06:36,"Готовность учиться и развиваться в профессии HR. Казахский язык — обязателен, русский язык в совершенстве. Эмпатия, интуиция, умение слушать и чувствовать...","Поиск, отбор и первичное телефонное интервью кандидатов по внутренним заявкам (в том числе массовый и точечный подбор). Размещение вакансий на...","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127586104
Менеджер по подбору персонала,300000 - 400000 KZT,Алматы,Jet Sharing,20-11-2025 09:26:28,"Опыт в HR от 2 лет, желательно в роли генералиста (если в чем то из указанных задач нет опыта, готовы...",Ведение полного цикла подбора: от сбора заявки до выхода кандидата на работу. - Взаимодействие с руководителями/заказчиками по уточнению профилей. - ,"{'id': 'remote', 'name': 'Удаленная работа'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127563743
Рекрутер (Специалист по поиску и подбору персонала),200000 KZT,Тараз,Вкусная корзинка,18-11-2025 10:18:33,"Наличие высшего образования. Активная жизненная позиция, активность, гибкое мышление, навыки общения с людьми. Аналитические способности, ответственность, стрессоустойчивость, ориентированность на результат. ",Продвижение внешнего HR-бренда Компании: вместе с командой обеспечивать присутствие и продвижение бренда работодателя в информационных каналах (соц. ,"{'id': 'fullDay', 'name': 'Полный день'}",Нет опыта,Полная занятость,https://hh.ru/vacancy/127817101
Рекрутер,400000 KZT,Астана,Jana Men,20-11-2025 10:28:55,"Опыт работы рекрутером от 1 года. Грамотная устная и письменная речь. Ответственность, дисциплина, умение работать в активном темпе. ","Полный цикл подбора персонала: заявка — поиск — интервью — оффер. Размещение вакансий на hh, соцсетях и других площадках. Скрининг резюме, телефонные/онлайн...","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/126968892
Рекрутер,400000 KZT,Алматы,Atamura Group,19-11-2025 15:01:04,"Имеет высшее образование. Понимает основы ТК РК, правила заключения трудовых договоров и защиты персональных данных. Уверенно владеет ПК. ","Отбор резюме: Изучение полученных резюме, отсеивание неподходящих кандидатов и формирование списка наиболее подходящих соискателей. Проведение собеседований: Встречи с кандидатами, оценка...","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127638219
Менеджер по подбору персонала,,Астана,Медстом KZ,19-11-2025 10:23:42,Опыт в подборе персонала от 1 года и выше (желательно массовый и/или точечный подбор). Знание современных методов оценки кандидатов. ,"Полный цикл подбора персонала: от заявки до выхода кандидата. Работа с различными каналами привлечения (hh.kz, соцсети, рекомендации и др.). ","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127621859
Рекрутер,300000 - 500000 KZT,Астана,Эраунд Групп AROUND,13-11-2025 10:06:47,"Exit-интервью с теми, кто решил уйти. Готовность учиться у коллег и делиться своим опытом.",Поиск и подбор персонала. Сорсинг (поиск) резюме и ответы на отклики. Проведение скринингов (по телефону) и интервью (очно). ,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127620752
HR-менеджер (менеджер по персоналу) / Рекрутер,400000 - 700000 KZT,Астана,Sabaq.online,22-10-2025 09:31:26,"Опыт в найме, особенно в массовом подборе персонала.",Проводить собеседования и нанимать сотрудников. Организовывать обучение и вывод в работу. Закрывать 20–30 массовых позиций и 1–3 ключевых...,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/126806439
Рекрутер/HR менеджер,350000 - 400000 KZT,Алматы,AlmatyEngineering,18-11-2025 13:53:24,"Иметь желание развиваться в сфере рекрутинга, т.к. подбор персонала по различным специальностям и квалификациям. Быть активным, коммуникабельным, уметь располагать...","Осуществлять поиск кандидатов на открытые вакансии по всем каналам поиска, включая и не ограничиваясь Hh, olx.kz, enbek.kz, jobs. Проводить собеседования. ","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127593023
Рекрутер (массовый подбор),350000 - 580000 KZT,Астана,Best Asian Company,20-11-2025 09:23:38,"Опыт работы в массовом подборе от 3 лет, желательно в сфере общепита или ритейла. Опыт работы в CRM-системах не...","Организация и координация полного цикла массового подбора (линейный персонал: Администраторы, кассиры, повара, официанты, раннеры, операторы раздачи и др.). ","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127901104
Менеджер по подбору персонала/Рекрутер,300000 KZT,Алматы,Birinshi Lombard (Бірінші Ломбард),20-11-2025 14:46:03,Опыт работы на аналогичной должности от 1 года. Коммуникативные навыки. Общительность. Грамотная речь.,Внутренний рекрутинг. Поиск и подбор персонала. Проведение телефонных и личных интервью. Массовый подбор линейного персонала. Взаимодействие с линейными руководителями подразделений. ,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127920211
HR-рекрутер / Менеджер по подбору персонала,200000 - 350000 KZT,Актобе,JadyraS,20-11-2025 09:21:17,"Опыт работы HR-рекрутером и найма продающего персонала от 6 месяцев, 1C, enbek.kz. Знание как везти документацию. ",Работа с HeadHunter и другими сайтами по поиску (обработка откликов и прямой поиск резюме по критериям). Взаимодействие с потенциальными кандидатами...,"{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127761752
Менеджер по подбору персонала,500000 KZT,Алматы,ASTER Автомобили,07-11-2025 09:08:11,"Никакой рутины - только живой, быстрый, настоящий рекрутинг. От тебя: Опыт в подборе от 6–12 мес. (или меньше, если компенсируешь...",,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127392945
Recruiter senior,,Алматы,DELTA EXPRESS INTERNATIONAL (ДЕЛЬТА ЭКСПРЕСС ИНТЕРНЭШНЛ),20-11-2025 11:36:56,"Higher education in Human Resources, Management, Marketing, or a related field. English — B2 level or higher (spoken and written). ",Manage the end-to-end recruitment process for roles of various seniority levels (junior to management). Partner with Hiring Managers...,"{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127909720
Рекрутер,,Шымкент,Оңтүстік-құрылыс сервис,17-11-2025 09:47:23,Опыт работы рекрутером от 2 года (желательно производственная или строительная сфера). Знание методов массового подбора и поиска специалистов. ,"Оперативный подбор рабочих и офисных специалистов (производственные рабочие, инженеры, ИТР, офисный персонал). Полный цикл рекрутмента: публикация вакансий, отбор резюме, проведение...","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127763656
Менеджер по подбору персонала,200000 - 250000 KZT,Алматы,SRS,20-11-2025 12:20:39,Опыт работы желателен. Опыт в телефонных переговорах.,Предварительный обзвон. Приглашение на собеседование.,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127912418
Рекрутер (поиск врачей),,Атырау,Skolioz.kz,17-11-2025 16:03:44,"Опыт работы рекрутером приветствуется (особенно в медицине, но не обязателен). Активность, коммуникабельность, умение находить подход к людям. Ответственность и аккуратность...","Поиск и подбор врачей и медицинских специалистов для клиники. Размещение вакансий на сайтах, в соцсетях и профессиональных сообществах. ","{'id': 'remote', 'name': 'Удаленная работа'}",От 1 года до 3 лет,Частичная занятость,https://hh.ru/vacancy/127794357
Менеджер по подбору персонала,250000 - 400000 KZT,Алматы,МЦ ЭКО,20-11-2025 07:50:02,Закрытие вакансии в срок. Опыт работы.,Подбор персонала 4х клиник. Адаптация персонала.,"{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127755976
Менеджер по подбору персонала,300000 KZT,Алматы,VÍERA,11-11-2025 16:35:01,Опыт работы рекрутером или HR от 1 года. Уверенное владение инструментами поиска и оценки кандидатов. Грамотная устная и письменная речь. ,Ведение полного цикла подбора персонала: от получения заявки до выхода кандидата на стажировку. Передача подходящих кандидатов руководителю отдела для стажировки...,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127541513
Менеджер по подбору персонала/рекрутер,,Алматы,Choco (ТОО Chocofamily),12-11-2025 09:16:15,"Опыт в закрытии вакансий разного уровня. - Опыт в реализации различных HR проектов (к примеру, адаптация, оценка, HR брендинг и т...","Глубокая прокачка в рекрутменте, а именно в интервью по компетенциям. До встречи).","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127561054
Специалист по подбору персонала,,Алматы,ALMATY MAI,05-11-2025 15:32:13,"Среднее профессиональное или высшее образование. Умение работать с большим объемом информации и эффективно коммуницировать. Ответственность, инициативность, нацеленность на результат. ","Проведение первичных интервью (по телефону, в мессенджерах, в офисе). Организация и сопровождение собеседований с руководителями. Оценка резюме и формирование воронки...","{'id': 'fullDay', 'name': 'Полный день'}",Нет опыта,Полная занятость,https://hh.ru/vacancy/126294133
HR/Рекрутер,300000 - 480000 KZT,Астана,БЕРКУТ-2016,13-11-2025 15:03:09,,Центр эстетики и красоты в поисках молодого 'энергичного специалиста HR. Формирование портрета кандидата. Создание стратегии поиска. Описание вакансии и ее...,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127582121
Рекрутер в международную компанию,350 - 500 KZT,Алматы,СТА Поехали с нами,19-11-2025 15:49:50,"Опыт подбора персонала *от 2 лет, в том числе опыт **поиска топовых позиций*. Знание современных инструментов рекрутинга (headhunting, сорсинг, оценка...","Hh.kz, LinkedIn, Telegram-группы, профильные сообщества. Прямой поиск и headhunting. Первичные интервью (скрининг, оценка компетенций, мотивации, soft skills). ","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127882100
Рекрутер / HR Менеджер (Менеджер по подбору персонала),200000 KZT,Алматы,CraneCult,13-11-2025 15:22:57,Готовы много учиться и выполнять планы по найму сотрудников. Опыт работы на позиции рекрутера от 1 года. Есть желание развиваться...,Предварительный отбор резюме. Приглашение кандидатов на собеседование. Активное проведение первичных и вторичных интервью. Найм кандидатов. Создание и редактирование вакансий компании. ,"{'id': 'remote', 'name': 'Удаленная работа'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127641408
Менеджер по подбору персонала (HR рекрутер),250000 - 400000 KZT,Алматы,Ybyrai.online,29-10-2025 15:01:22,Опыт работы в подборе персонала от 1 года (в HR-агентстве или внутри компании). Навыки интервьюирования и оценки soft skills. ,"Полный цикл подбора персонала: размещение вакансий, отбор резюме, собеседования, сопровождение кандидатов. Составление и обновление описаний вакансий. Подбор специалистов в разные...","{'id': 'fullDay', 'name': 'Полный день'}",Нет опыта,Полная занятость,https://hh.ru/vacancy/127110820
Менеджер по подбору персонала,50000 KZT,Актобе,Liqui Moly Aqtobe,11-11-2025 14:52:49,Опыт работы в HR от 1 года. Знание методов подбора и оценки персонала. Умение проводить собеседования. Владение базовыми HR-инструментами...,Подбор персонала. Адаптация новых сотрудников. Оценка и развитие персонала. Мотивация и удержание. Внутренние коммуникации. HR-аналитика и отчетность. ,"{'id': 'flexible', 'name': 'Гибкий график'}",От 1 года до 3 лет,Частичная занятость,https://hh.ru/vacancy/127534785
HR менеджер\рекрутер,300000 - 400000 KZT,Астана,БЕРКУТ-2016,17-11-2025 08:23:42,Стрессоустойчивость. Умение работать в режиме многозадачности. Коммуникабельность. Умение анализировать полученные данные. Организационные навыки.,Подбор и найм персонала. Проведение собеседований. Проведение анкетировании. Организация тимбилдингов. Работать с документацией.,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127694570
IT-рекрутер,,Алматы,«Aviata» (Freedom Travel),20-11-2025 14:50:07,Опыт в подборе IT-специалистов — от Junior до Senior / Lead. Гибкость и скорость: ты умеешь быстро переключаться между задачами и...,"Вести end-to-end подбор технических специалистов (разработчики, QA, DevOps и другие). Работать с несколькими брендами и командами — искать «своих...","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127788349
Рекрутер,200000 - 350000 KZT,Алматы,MZM Group,19-11-2025 09:04:17,"Опыт в подборе персонала (будет плюсом). Хорошие коммуникативные навыки. Активность, ответственность. Желание развиваться в HR.","Поиск кандидатов (HH, соцсети, группы, рекомендации). Первичные интервью и отбор. Работа с базой кандидатов. Ведение отчетности по найму.","{'id': 'fullDay', 'name': 'Полный день'}",Нет опыта,Полная занятость,https://hh.ru/vacancy/127443484
Менеджер по подбору персонала (Рекрутер),,Алматы,ЭРСИДЖИ,27-10-2025 10:38:28,"Опыт работы в массовом подборе будет преимуществом. Готовность работать в режиме многозадачности. Любить людей. Хороший уровень коммуникации, приветливость, дружелюбность. ",Поиск и подбор персонала (массовый подбор). Полный цикл работы по подбору персонала. Писать вакансии на основании потребностей команды. ,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/126969637
Главный менеджер по подбору персонала,,Алматы,Нурбанк,13-11-2025 17:07:09,"Высшее образование. По специальности в финансовой, банковской сфере, в рекрутменте минимум 2 (два) года.","Поиск и подбор кандидатов для приема на вакантные позиции Банка. Первичный отбор кандидатов по резюме. Проведение телефонных интервью, привлечение кандидатов...","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127657418
Специалист Call-центра массового подбора персонала в Алматы,300000 - 400000 KZT,Алматы,WeFind,19-11-2025 15:59:05,"Опыт в телефонных переговорах или продажах, желание работать.","Исходящие звонки кандидатам по предложению работы, взаимодействие в чатах.","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127646670
Рекрутер,1000 USD,Алматы,TBC Recruiting,05-11-2025 08:22:23,"English - B2 and above (spoken and written), fluent Russian. Good communication skills. Ability to conduct business correspondence. ",Truck driver recruiter / HR (english). Searching for and hiring drivers in the American market: posting job openings on specialized websites. ,"{'id': 'remote', 'name': 'Удаленная работа'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/126895832
Рекрутер/менеджер по подбору персонала,200000 - 300000 KZT,Астана,Tomiris (ИП Валиев),20-11-2025 12:31:28,Опыт работы в подборе персонала от 1 года. Уверенные навыки холодного поиска и успешные закрытия вакансий. Владение современными методами и...,Активный поиск и подбор кандидатов на различные позиции компании. Оперативная обработка откликов и качественная работа с входящими кандидатами. ,"{'id': 'remote', 'name': 'Удаленная работа'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127708097
Менеджер по подбору персонала,,Алматы,Kaspi.kz,11-11-2025 14:34:14,"Высшее, средне-специальное образование. Грамотная устная и письменная речь. Уверенный пользователь MS Office. Желание работать и развиваться в сфере рекрутинга. ",Качественный и оперативный поиск и подбор кандидатов (Массовый подбор). Размещение вакансии на различных источниках. Проведение телефонных интервью. Ведение отчетности по...,"{'id': 'fullDay', 'name': 'Полный день'}",Нет опыта,Полная занятость,https://hh.ru/vacancy/127532737
"Рекрутер (переход в продажи, B2B SaaS)",700000 - 800000 KZT,Астана,ЧАСТНАЯ КОМПАНИЯ DOODOCS LTD.,20-11-2025 15:54:17,"Опыт рекрутинга 1–3 года, где ты сам(а) активно искал(а) кандидатов, а не жил(а) только на откликах. ","Искать целевые компании и нужных людей внутри них (HRD/HRBP/руководители, потенциальные чемпионы). Находить контакты через разные каналы: LinkedIn, Instagram...","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127923702
Младший специалист по подбору персонала,250000 - 450000 KZT,Алматы,Arbuz Group (Арбуз Груп),04-11-2025 13:47:16,"Высшее образование (желательно управление персоналом, менеджмент, психология). Желание учиться новому и любовь к людям. Знание казахского и русского языков. ","Активное участие в процессе подбора персонала на разнообразные позиции, включая электриков, мерчендайзеров и операторов на складе. Разработка и оптимизация вакансий...","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/126231506
Рекрутер (Подбор на вахту в РФ)/аутсорсинг,45000 RUR,Алматы,A.ST-GROUP,20-11-2025 17:23:37,Опыт в аутсорсинге от полугода будет являться вашим преимуществом. В приоритете открытые люди с высоким уровнем коммуникабельности. Ориентация на результат. ,"Обрабатывать отклики на все открытые вакансии компании по Москве, регионам и не только. Массовый подбор персонала на рабочие позиции (вахтовый...","{'id': 'remote', 'name': 'Удаленная работа'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127927676
Рекрутер,,Алматы,Григорян С М,18-11-2025 09:55:35,Фрилансеров и других ищущих временную работу не рассматриваем. Присылайте резюме с фотографией. Знание казахского и русского языка.,"Написание и размещение вакансии, поиск и подбор кандидатов, работа с входящими вакансиями, проведение телефонного интервью. Оценка отбор и найм персонала.","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127815331
