title,salary,city,job,publish_date,requirements,responsibilities,schedule,experience,employment,url
UX/UI-дизайнер,800000 KZT,Алматы,Мама знает,18-11-2025 12:25:02,4+ лет коммерческого опыта работы UX/UI / Product Designer. - Сильное портфолио с реальными проектами и кейсами. - Уверенное владение Figma...,Исследование пользователей. Проектирование UX (User Experience). Проектирование UI (User Interface). Взаимодействие с командой. Работа с контентом. Поддержка и развитие.,"{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127826006
Дизайнер,,Алматы,Kcell,19-11-2025 18:25:08,"Хорошее понимание графического дизайна и визуальных коммуникаций. Умение придумывать и реализовывать визуальные концепции. Владение графическими программами: Adobe Photoshop, Illustrator, InDesign...","Делать дизайн и адаптацию макетов для новых и текущих акций, услуг и тарифов компании. Разрабатывать оформление оборудования и его упаковки. ","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127891133
Графический дизайнер,600000 KZT,Алматы,Sensata Group,18-11-2025 07:31:21,"Уверенное владение Adobe Photoshop, Illustrator, InDesign, CorelDRAW (знание Figma будет плюсом). Опыт разработки фирменного стиля, брендбуков, рекламных макетов. ","Верстка полиграфической продукции (буклеты, лифлеты, листовки, альбомы). Дизайн и адаптация наружной рекламы (оформление строительных участков, брендирование заборов, разработка ключевых визуализаций...","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127808618
Старший дизайнер,711743 KZT,Алматы,MAGNUM,18-11-2025 07:24:00,"Профильное высшее образование. Владение Adobe Photoshop, Adobe Illustrator, Adobe Acrobat на профессиональном уровне, использование ИИ-генераторов изображений и видео, CorelDRAW. ","Разрабатывать креативные концепции и дизайн-проекты в соответствии с задачами Компании. Вести проекты от идеи до финальной реализации, контролировать сроки...","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127808432
Графический дизайнер,400000 KZT,Алматы,yaya,20-11-2025 14:35:44,"Базовые анимации и простые ролики (After Effects / Canva). Насмотренность и чувство стиля. Умение работать в: Corel Draw, Tilda, Figma, Photoshop...",SMM-материалы. Статичные креативы для таргета. Презентации и другие графические материалы. Дизайн лендингов (Tilda). Упаковка соцсетей. Подготовка гайдов / гайдлайнов. ,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127787230
Графический дизайнер,,Алматы,Freedom Pay,20-11-2025 14:06:09,"Уверенное владение Photoshop, Illustrator, Figma. Навыки цифровой иллюстрации и умение рисовать. Опыт разработки логотипов и базового фирменного стиля. ","Мы ищем графического дизайнера, который умеет рисовать, создавать стильные визуалы и работать в разных форматах - от соцсетей до печатной продукции. ","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127784752
Графический дизайнер в Орловские бани,300000 - 400000 KZT,Астана,Sun Group,18-11-2025 13:55:16,"Опыт работы в графическом дизайне от 1 года. Владение Photoshop, Illustrator, Corel или аналогичными программами. Умение пользоваться инструментами на базе...","Создание POS материалов (меню, буклеты, листовки, презентации, этикетки и тд). Подготовка макетов для печати. Доработка бренд-материалов для разных рынков...","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Частичная занятость,https://hh.ru/vacancy/127831079
Графический дизайнер,300000 - 600000 KZT,Алматы,Sattar Consulting,13-11-2025 11:52:32,"Владение Adobe Photoshop, Illustrator, InDesign, Figma. Понимание принципов композиции, цвета и типографики. Опыт работы от 1 года и сильное портфолио. ","Разработка визуальных материалов для компании: презентации, буклеты, посты, визитки, фирменные шаблоны. Создание и поддержание фирменного стиля компании. Подготовка материалов для...","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127627285
Графический дизайнер,350000 KZT,Астана,H2O Sports Club (Ozen fitness),20-11-2025 15:35:19,"Опыт работы в графическом дизайне от 1 года. Уверенное владение графическими редакторами (Adobe Photoshop, Illustrator и др.). Креативность и внимание...",Создание продающих креативов (рекламных баннеров). Создание визуальных концепций и дизайн-макетов. Разработка графических материалов для печати и цифровых платформ. ,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127792195
Стажер дизайнер в отдел маркетинга,120000 KZT,Алматы,KOMPAS,18-11-2025 14:14:12,"Базовое понимание шрифтов, айдентики и стиля. Насмотренность и чувство трендов. Навыки в графике (desktop-версии), монтаж, анимация — будет плюсом.","Молодая команда, куча идей и фишек.","{'id': 'fullDay', 'name': 'Полный день'}",Нет опыта,Частичная занятость,https://hh.ru/vacancy/127832509
Графический дизайнер в полиграфию,150000 - 400000 KZT,Астана,Profprint,18-11-2025 16:04:43,"Умение работать в Photoshop, CorelDRAW. Ответственность, желание учиться и развиваться. Нужны продвинутые пользователи ПК или у кого хобби делать дизайн).",Обслуживание клиентов. Работа с принтерами. Подготовка файлов к печати.,"{'id': 'fullDay', 'name': 'Полный день'}",Нет опыта,Полная занятость,https://hh.ru/vacancy/127838873
Графический дизайнер,300000 - 400000 KZT,Караганда,Дегтярев Н.А.,18-11-2025 18:24:13,Знание Corel draw. Усидчивость. Пунктуальность. Коммуникабельность.,Графический дизайнер.,"{'id': 'fullDay', 'name': 'Полный день'}",Нет опыта,Полная занятость,https://hh.ru/vacancy/127845169
Дизайнер-декоратор,250000 - 700000 KZT,Алматы,AJ LIFE STYLE,31-10-2025 15:33:02,"Даже без опыта — но с любовью к дизайну, тканям и интерьеру. Человека с чувством вкуса и желания учиться. ","Общаться с клиентами и помогать им преобразить интерьер. Подбирать ткани, фурнитуру и аксессуары под стиль и пожелания. Создавать дизайн-проекты...","{'id': 'fullDay', 'name': 'Полный день'}",Нет опыта,Полная занятость,https://hh.ru/vacancy/127187286
Графический дизайнер,200000 - 400000 KZT,Астана,Ironbyar,15-11-2025 15:57:19,Наличие собственного компьютера приветствуется. Опыт от 2 лет в работе графическим дизайнером. Умение создавать моушн-дизайн будет преимуществом. ,Оформление страниц в социальных сетях заказчиков. Создание коммерческих предложений. Создание продающих креативов (рекламных баннеров). Создание моушн видеороликов приветствуется. ,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127743725
Ассистентка (ассистент)/Начинающий специалист в дизайн студию,120000 - 200000 KZT,Алматы,Exdeko,07-11-2025 11:56:47,Поддерживать идеальный порядок в мастерской. - знание программы CorelDraw и 3DMax. Пунктуальность. Ответственность. Грамотная чистая речь. Умение выполнять поставленные задачи...,"Контролировать и добиваться выполнения поручений руководителя от всех сотрудников компании по чек листам. - Работа с документами - бланки, договора, анкеты, тесты...","{'id': 'fullDay', 'name': 'Полный день'}",Нет опыта,Полная занятость,https://hh.ru/vacancy/127402555
Стажёр-дизайнер интерьера,,Алматы,YS GLOBAL HOLDING,11-11-2025 09:46:14,"Обучение или образование в сфере архитектуры, дизайна интерьера или смежных направлений. Базовые навыки работы в AutoCAD, SketchUp, 3ds Max...","Участие в разработке концепций интерьеров жилых и коммерческих объектов. Подготовка чертежей, визуализаций и подбор материалов под руководством ведущих дизайнеров. ","{'id': 'fullDay', 'name': 'Полный день'}",Нет опыта,Полная занятость,https://hh.ru/vacancy/127505688
Дизайнер/Печатник,250000 - 400000 KZT,Астана,Alem-Design,17-11-2025 11:08:53,Желает учиться и работать с удовольствием. Ответственен и внимателен к деталям. Коммуникабельный и открытый. Уверенный пользователь ПК.,"Работа с готовыми шаблонами дизайнов выпускных лент в CorelDRAW. Добавление имен и элементов по запросу клиентов. Печать готовых дизайнов, внося...","{'id': 'fullDay', 'name': 'Полный день'}",Нет опыта,Полная занятость,https://hh.ru/vacancy/127770520
Графический дизайнер,,Алматы,CRYSTALINA,13-11-2025 10:16:07,"Владение графическими программами: CorelDRAW, Photoshop. Внимательность.","Разработка дизайна полиграфической продукции: календари, буклеты, брошюры, визитки, листовки. Брендирование сувернирной продукции и одежды. Дизайн наружной рекламы.","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127621312
UX/UI дизайнер/Веб-дизайнер,,Астана,Astana Creative,17-11-2025 09:33:23,Желание обучаться и улучшать свои скилы. Ответственность и коммуникабельность.,Дизайн сайтов UX/UI.,"{'id': 'remote', 'name': 'Удаленная работа'}",От 1 года до 3 лет,Проектная работа,https://hh.ru/vacancy/127762570
Дизайнер Печатник в рекламное агентство,100000 - 600000 KZT,Алматы,мүмкіндік,23-10-2025 21:19:41,"Желательно с опытом. Если без опыта можем научить, главное желание. Пунктуальность. Знание программ корол драв. Честность. Аккуратность. Трудолюбие. Ответственность.",Нанесение логотипа на одежду.,"{'id': 'fullDay', 'name': 'Полный день'}",Нет опыта,Полная занятость,https://hh.ru/vacancy/126890484
UX/UI-дизайнер,,Алматы,Jana Post,18-11-2025 13:52:11,"Middle: от 2 лет опыта в роли UI/UX дизайнера. Уверенное владение Figma (компоненты, автолейауты, variables, tokens, прототипирование). Портфолио обязательно. ",Пайдаланушы интерфейстерінің дизайн концепциясын әзірлеу және жүзеге асыру. Дизайн жүйесін нөлден бастап әзірлеу және бар жүйені бейімдеу (Figma платформасында). ,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127830855
Дизайнер в рекламно-производственную компанию,400000 - 500000 KZT,Астана,Абсалямов Н.С,19-11-2025 17:01:29,"Опыт работы в рекламном агентстве или полиграфии ОБЯЗАТЕЛЕН. Уверенное владение графическими программами Corel Draw, PhotoShop, Illustrator. Ответственность, честность, порядочность. ","Разработка, утверждение дизайна продукции. Допечатная подготовка файлов.","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127887477
UX/UI-дизайнер,500000 KZT,Алматы,The Boss media group,14-11-2025 12:58:03,"Опыт работы UX/UI дизайнером от 2 лет. Отличные навыки работы в Figma (AutoLayout, компоненты, прототипирование). Уверенное понимание UX-паттернов...","Проектирование интерфейсов: создание макетов, экранов и UI-компонентов в Figma. Прототипирование: сборка кликабельных прототипов для проверки гипотез и демонстрации сценариев. ","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127709449
Ассистент Главного Дизайнера Интерьеров,100000 KZT,Алматы,Дизайн Студия,17-11-2025 10:26:44,"Аккуратность, ответственность, внимание к деталям. Стрессоустойчивость, готовность избавляться от страхов. Умение работать с таблицами (Google Sheets, Excel). Готовность много учиться...","Помощь главному дизайнеру в ведении проектов. Ведение таблиц, спецификаций, смет и отчетов. Контроль сроков и задач в Битрикс. ","{'id': 'fullDay', 'name': 'Полный день'}",Нет опыта,Полная занятость,https://hh.ru/vacancy/127767000
Дизайнер-консультант,350000 - 800000 KZT,Актобе,Madi Security Kuzet,13-11-2025 19:36:49,Опыт не менее от 1-го до 3-х лет в продажах. Желание развиваться и много зарабатывать. Навыки работы с...,"Консультация клиентов, помощь с выбором кухни, подбор материалов и фурнитуры по образцам и каталогам. Разработка индивидуальных проектов кухонь в онлайн...","{'id': 'shift', 'name': 'Сменный график'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127682331
Junior UI/UX Designer,,Алматы,КМГПроект,14-11-2025 07:49:28,"Уверенное владение Figma. Понимание сеток, типографики, визуальной иерархии. Умение создавать аккуратные интерфейсы, без хаоса в слоях. Минимальные знания UX-подходов...",Создание прототипов и интерфейсов в Figma (desktop/mobile). Работа по готовым сценариям и требованиям. Подготовка чистых и системных файлов. ,"{'id': 'remote', 'name': 'Удаленная работа'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127694519
Веб-дизайнер,200000 - 250000 KZT,Астана,ABC Design,04-11-2025 07:51:12,Базовые знание Figma. Склонность к обучению и прокачке навыков.,Отрисовка дизайн макетов. Прорисовка анимации и баннеров.,"{'id': 'fullDay', 'name': 'Полный день'}",Нет опыта,Полная занятость,https://hh.ru/vacancy/127258203
Графический дизайнер,160000 - 170000 KZT,Астана,Жубатканова А.Ж.,12-11-2025 11:02:09,Ответственность. Аккуратность. Скорость.,Базовое знание AdobePhotoshop (на Канве не работаем!). Создание стикеров из готовых картинок. Нанесение текста на готовые шаблоны. Создание стикеров легкой...,"{'id': 'fullDay', 'name': 'Полный день'}",Нет опыта,Полная занятость,https://hh.ru/vacancy/127570794
Дизайнер (проекты) + премии,270000 - 990000 KZT,Астана,NAIRA Group,18-11-2025 07:33:29,"Наличие портфолио (PDF или ссылка). Внимательность, ответственность. Понимание технологий полиграфии и сувенирного производства. Опыт работы с цифровой/УФ-печатью, постобработкой. ",Эко-полиграфия. Корпоративные сувениры. Ювелирная лазерная гравировка. Компьютерная вышивка. 3D-печать.,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127556703
UI/UX Designer,,Алматы,Zoftify Eesti OÜ,13-11-2025 14:13:59,От 2 лет опыта в дизайне мобильных и веб-приложений. Отличное владение Figma. Портфолио с примерами твоих работ. ,"Участвовать в международных проектах (Германия, Швейцария, Великобритания, США). Проектировать мобильные и веб-приложения в Figma. Участвовать в продуктовых дизайн-воркшопах...","{'id': 'remote', 'name': 'Удаленная работа'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127635620
Комплектатор (дизайнер-комплектатор),300000 - 300000 KZT,Астана,AULET architecture,13-11-2025 11:47:12,"Опыт работы на аналогичной или близкой позиции. Умение вести переговоры и работать с людьми. Внимательность, организованность, ответственность. Дизайнерское образование будет...","Подбор отделочных материалов, мебели и декора в соответствии с дизайн-концепцией. Поиск и взаимодействие с надежными поставщиками. Ведение базы проверенных...","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127626970
Product Designer,,Алматы,Bereke Bank,18-11-2025 18:15:14,"Среднее специальное/незаконченное высшее / высшее образование (гуманитарное, техническое, экономическое, либо в области дизайна, маркетинга, менеджмента или IT) / дополнительные курсы/сертификаты...",Дизайн мобильного приложения Bereke Bank. Развитие и улучшение процессов Design Lab.,"{'id': 'remote', 'name': 'Удаленная работа'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127845032
Графический дизайнер,,Астана,Жетпысбаева А,17-11-2025 13:18:02,"Опыт работы от 3 лет и более. Умение разрабатывать логотипы, фирменный стиль и бренд-гайд. Аккуратность, внимательность к деталям, соблюдение...","Создание прайсов, презентаций, коммерческих предложений, буклетов, рекламных макетов.","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127781019
Дизайн в Photoshop (Ювелирные изделия),300000 KZT,Алматы,Чкалов,28-10-2025 14:00:18,"Знание Photoshop (необязательно профессиональное), можем рассмотреть другое приложение редактирования изображений. Своевременность выполнения заданий.",Работа с фотографиями съемок моделей.,"{'id': 'remote', 'name': 'Удаленная работа'}",Нет опыта,Частичная занятость,https://hh.ru/vacancy/127062295
"Ассистент администратора Indigo School of Arts & Design, Мусрепова 5А",300000 - 350000 KZT,Астана,ДХС InDiGo,28-10-2025 11:26:13,"Опыт работы от 1 года (в образовании, клиентском сервисе или администрировании — преимущество). Грамотная устная и письменная речь, доброжелательность. ","Встреча учеников и родителей, создание доброжелательной атмосферы в школе. Контроль посещаемости, ведение журналов и списков, работа в CRM. ","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127050322
Графический дизайнер,200000 - 300000 KZT,Астана,1 Million,19-11-2025 13:48:43,Обязателен диплом по специальности «Дизайн» или «Графический дизайн». Базовые навыки работы в Photoshop и Illustrator (уровень учебных работ допускается). ,"Изучение и внедрение ИИ-инструментов. Мониторинг современных нейросетей для фото, видео, дизайна. Тестирование новых сервисов и подбор оптимальных инструментов для...","{'id': 'flexible', 'name': 'Гибкий график'}",Нет опыта,Полная занятость,https://hh.ru/vacancy/127634029
Графический дизайнер,300000 - 400000 KZT,Караганда,Дегтярев Н.А.,18-11-2025 18:14:25,Знание Corel draw. Усидчивость. Пунктуальность. Коммуникабельность.,Графический дизайнер.,"{'id': 'fullDay', 'name': 'Полный день'}",Нет опыта,Полная занятость,https://hh.ru/vacancy/127845010
Дизайнер интерьеров,250000 - 500000 KZT,Астана,Diamond decor,13-11-2025 13:56:59,"Наличие опыта обязательно, и обязательное требование - теоретические знания в части дизайна. Умение работать в AutoCAD, 3ds Max (или аналогах...",Разработка дизайна интерьеров (дизайн квартир и домов). - ⁠3Д визуализация проектов. - ⁠План расстановки мебели. - ⁠План размещения розеток и сантехники. - ⁠,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127634490
Дизайнер визуализатор интерьера,400000 - 700000 KZT,Алматы,Бизнес решение ТМ DESIGN REPUBLIC,19-11-2025 13:32:34,"Есть опыт работы дизайнером интерьера не менее 2-х (3ds max, corona, photoshop). Сильное портфолио. Самое главное требование: быть...","Чёткое разделение ролей: вы занимаетесь дизайном, не продажами и не чертежами.","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127872230
Графический дизайнер,,Алматы,Qulpynai Bakery ( ИП Ай-Ханым),14-11-2025 16:49:08,"Опыт работы по специальности (предпочтительные направления – графический дизайн, реклама, полиграфия). Знание основ дизайна. Владение программным обеспечением для графического дизайна (Photoshop...",Участие в создании креативных идей и концепций для рекламных кампаний. Подготовка материалов для печати. Дизайн и разработка графических материалов. ,"{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127725023
Графический дизайнер,300000 KZT,Караганда,Фирма Жилой фонд,14-11-2025 10:37:24,"Необходимо владеть: adobe photoshop, illustrator и corel draw. Большим плюсом будет знание after effects, premiere pro, либо sony vegas. ","Создание визуалов для наружной рекламы. Разработка визуальных материалов для сайта и социальных сетей (баннеры, иллюстрации, инфографика, макеты и т.п.). ","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127702113
UX/UI designer (киберспорт),,Алматы,BIGPLAY,20-11-2025 12:25:41,Знание принципов UI/UX и понимание юзабилити. Опыт создания отзывчивого/адаптивного дизайна. Знание принципов создания интуитивно понятного и функционального дизайна. ,Разработка дизайна веб интерфейсов киберспортивной платформы по мобильным играм. Создавать дизайны по киберспортивной платформе для проведения турниров. Упор на UX...,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127912661
Графический дизайнер в отдел маркетинга,400000 KZT,Алматы,Hathor art center,19-11-2025 11:26:22,"Профессиональные знания графических программ (Adobe Illustrator, Adobe Photoshop, Corel Draw) - обязательно. Знание основ брендинга и айдентики. Наличие портфолио (обязательно). ","Разработка дизайна рекламных материалов (баннеров, буклетов, листовок, презентаций и другой рекламной продукции). Разработка дизайна публикаций в социальных сетях (Instagram, Facebook...","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127625763
Архитектор-дизайнер,150000 - 1000000 KZT,Караганда,AsiaDesignCentre,17-11-2025 09:56:47,Желание работать. Внимательность к деталям и умение работать в сжатые сроки. Способность быстро обучаться и зарабатывать. Креативное мышление. ,Обмеры проектируемых помещений. Разработка чертежей. Выезд на замер. Чертеж планировочных решений. Сборка проекта. Просчет отделочных материалов. Подготовка чертежей для авторского...,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127764428
Графический дизайнер,350000 KZT,Алматы,Диал-Строй,20-11-2025 08:54:13,"Опыт работы графическим дизайнером от 1 года (желательно — в строительной сфере, недвижимости или смежных областях). Владение Adobe Photoshop, Adobe Illustrator...","Разработка рекламных и имиджевых материалов (баннеры, билборды, буклеты, листовки, презентации). Создание визуальных концепций для продвижения ЖК, коммерческой недвижимости и инфраструктурных...","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127696621
Графический Дизайнер,,Алматы,DNF,19-11-2025 07:22:10,"Уверенный AI юзер — MidJourney, Google Flash 2.5 / Nano Banana и др. нейросетей (SD, Flora, Kling etc.). → Подписку на Adobe...","Мы предоставляем маркетинговые услуги полного цикла, работая чаще с контентом в Instagram. На рынке с 2018 года и поработали с...","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127851385
Графикалық дизайнер (Instagram контент),150000 - 150000 KZT,Алматы,ADIL,14-11-2025 13:12:19,"Adobe Photoshop, Illustrator немесе Figma-ны жақсы меңгеру. Instagram-дизайн трендтерін түсіну. Жылдамдық, аккуратность, дедлайнға жауапкершілік.","Мөлдір Әділқызы математика мектебінің маркетинг бөліміне графикалық дизайнер қажет. Міндеттері: Instagram үшін визуал контент жасау: посттар, карусельдер, обложкалар. ","{'id': 'remote', 'name': 'Удаленная работа'}",От 1 года до 3 лет,Частичная занятость,https://hh.ru/vacancy/127710258
Дизайнер интерьера/чертежник,150000 - 250000 KZT,Алматы,Монохром Бюро,20-11-2025 10:29:15,"Обязательное знание программ на высоком уровне: Autocad, ArchiCAD, Photoshop.",Разработка технической документации АИ. Выполнение чертежной документации по общественным и жилым интерьерам. Знание и проработка конструктивных узлов. Ведение проектов от...,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127905067
Проджект менеджер в графическую студию дизайна,300000 - 350000 KZT,Караганда,БАЙБАЛИН,18-11-2025 12:59:10,Умение доводить проекты до финала в срок. Контроль соблюдения графика задач внутри команды. Ежедневная выстроенная коммуникация с командой и клиентами. ,"Выстраивать чёткую коммуникацию между клиентом и командой дизайнеров — быть связующим звеном. Принимать и обрабатывать правки от клиента, согласовывать финальные версии...","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127827781
Графический дизайнер,,Алматы,KATZ,20-11-2025 15:20:20,"Высшее образование в графическом дизайне, визуальных коммуникациях или смежной области. Опыт работы в дизайне не менее 2 лет, желательно в...","Разработка визуальных материалов для презентаций, проектов и маркетинговых кампаний. Создание визуализаций интерьеров и отдельных элементов (мебель, декор, текстуры). ","{'id': 'remote', 'name': 'Удаленная работа'}",Более 6 лет,Частичная занятость,https://hh.ru/vacancy/127921934
Графический дизайнер,,Алматы,KATZ,17-11-2025 11:00:46,"Подтверждённый опыт работы (5+ лет) на аналогичной позиции, желательно в архитектуре, дизайне, недвижимости или сфере люксового образа жизни. ","Разработка визуальных концепций и дизайн-идей на основе целей проекта или технических заданий клиента. Создание брендированных материалов, таких как логотипы...","{'id': 'remote', 'name': 'Удаленная работа'}",Более 6 лет,Полная занятость,https://hh.ru/vacancy/127769722
Графический дизайнер,300000 - 450000 KZT,Астана,РеАгент,18-11-2025 12:37:52,коммуникабельность. Знание корел.,"Приём заказов. Дизайн, разработка от принятия заказа, до здачи.","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127581824
3D дизайнер (Blender),,Алматы,FinTechPro,04-11-2025 14:31:06,"Аналогичный опыт работы. Уверенный пользователь Blender, DALL-E, ИИ, Midjourney. Понимание основ композиции и освещения. Портфолио обязательно.","Проектирования комплексной разработки проекта дизайна яхт (концепт должен обладать не только эстетическими, но и всеми эксплуатационными качествами). Создание фотореалистичных 3...","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127263542
Sr Graphic Designer,,Алматы,FCBARTGROUP-ALMATY (ЭфСиБиАртГрупп- Алматы),14-11-2025 16:09:55,Работать по креативному брифу. - Опыт и умение работы в команде. - Свободное владение графическими программами. - Опыт работы в рекламных/креативных агентствах. - ,Распределять рабочее время и обозначать тайминг. - Коллажировать и крафтить вижуалы. - Придумывать визуал. - Разрабатывать айдентику. - Работать по готовым тулкитам. - ,"{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127722208
Дизайнер консультант\Менеджер по продажам,,Астана,BEN STROY,20-11-2025 08:24:19,"Опыт в продажах услуг по ремонту квартир, объектов недвижимости или сопутствующих направлений. Умение продавать, обучаться и развиваться. Активность, инициативность, умение...","Встреча и сопровождение клиентов, выявление потребностей и целей визита. Ведение клиентской базы в CRM, отчетность по сделкам. Сбор обратной связи...","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127757441
Веб-дизайнер,200000 - 400000 KZT,Астана,Factum x Ronin,18-11-2025 13:30:09,"Умение создавать дизайн Web страниц начиная с макета, заканчивая финальным дизайном проекта. Понимание принципов композиции, цвета и типографики. ",Разработка мокап-прототипов/черно-белых макетов. Разработка дизайн макетов в Adobe XD/Figma. Разработка баннеров и креатив (реже). ,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127829536
Графический дизайнер,350000 - 400000 KZT,Алматы,Ozyurt,19-11-2025 09:00:42,Высшее профессиональное образование и стаж работы по специальности не менее 1 года либо среднее профессиональное образование и стаж работы по...,"Оригинал-макеты полиграфических рекламных материалов (меню). Рекомендации по оформлению торговых, административных, служебных помещений, размещению рекламы. Дизайн баннеров, логотип, иллюстраций для...","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127854659
Графический дизайнер,150000 - 250000 KZT,Астана,Factum x Ronin,18-11-2025 10:17:11,"Умение создавать дизайн креативов для таргета, медийной рекламы, постов, сторисов, заканчивая финальным дизайном проекта. Понимание пользовательских сценариев и современных тенденций...","Разработка визуальной составляющей для SMM-проектов (посты, сторис, креативы). Разработка баннеров, постеров, презентаций, элементов фирменного стиля. Подготовка креативов для рекламных...","{'id': 'remote', 'name': 'Удаленная работа'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127816987
Графический дизайнер,300000 - 400000 KZT,Астана,ОБЩЕСТВЕННОЕ ОБЪЕДИНЕНИЕ ЛИЦ С ИНВАЛИДНОСТЬЮ DANA-AI,18-11-2025 13:00:46,Графический дизайн. CorelDRAW. Дизайн полиграфии. Полиграфический дизайн. Рисунок. Креативность. Работа в команде. Грамотная речь. Adobe Photoshop. Организаторские навыки. Деловая переписка. ,"Дизайн полиграфической продукции, работа с заказчиками. Предпечатная и постпечатная обработка полиграфической продукции, брошюровка,ламинирование, беговка, работа с припресом, разработка дизайна...","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127585218
Графический дизайнер,350000 KZT,Алматы,WeCraft (ИП Джей Эф Кооперейшн),12-11-2025 10:23:35,Уверенные знания Figma или Adobe Photoshop. Знание CapCut Pro или других программ для простого видео-монтажа/создания динамических креативов. ,Разработка рекламных креативов для таргетированной рекламы в Instagram/Facebook.,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127565783
